vm_type,a,b,c,d,e,f,g,h,i,j,k,l,<$auc,<$infer_time
1,0,1,1,1,0,1,1,1,0,0,0,0,0.040920716,4.931222439
1,0,1,1,1,0,1,1,1,0,0,0,1,0.040920716,4.940301418
1,0,1,1,1,0,1,1,1,0,0,1,0,0.040920716,4.933033466
1,0,1,1,1,0,1,1,1,0,0,1,1,0.040920716,4.93702817
1,0,1,1,1,0,1,1,1,0,1,0,0,0.017902813,4.938760519
1,0,1,1,1,0,1,1,1,0,1,0,1,0.017902813,4.938606977
1,0,1,1,1,0,1,1,1,0,1,1,0,0.017902813,4.941926718
1,0,1,1,1,0,1,1,1,0,1,1,1,0.028132992,4.94474721
1,0,1,1,1,0,1,1,1,1,0,0,0,0.040920716,4.939736366
1,0,1,1,1,0,1,1,1,1,0,0,1,0.040920716,4.928606987
1,0,1,1,1,0,1,1,1,1,0,1,0,0.040920716,4.922585726
1,0,1,1,1,0,1,1,1,1,0,1,1,0.040920716,4.933036089
1,0,1,1,1,0,1,1,1,1,1,0,0,0.040920716,4.934561729
1,0,1,1,1,0,1,1,1,1,1,0,1,0.040920716,4.940444708
1,0,1,1,1,0,1,1,1,1,1,1,0,0.040920716,4.931306839
1,0,1,1,1,0,1,1,1,1,1,1,1,0.040920716,4.940986156
1,0,1,1,1,1,0,0,0,0,0,0,0,0.040920716,4.032865047
1,0,1,1,1,1,0,0,0,0,0,0,1,0.040920716,4.035142899
1,0,1,1,1,1,0,0,0,0,0,1,0,0.040920716,4.03192997
1,0,1,1,1,1,0,0,0,0,0,1,1,0.040920716,4.032398701
1,0,1,1,1,1,0,0,0,0,1,0,0,0.040920716,4.026932001
1,0,1,1,1,1,0,0,0,0,1,0,1,0.040920716,4.032475233
1,0,1,1,1,1,0,0,0,0,1,1,0,0.040920716,4.030838013
1,0,1,1,1,1,0,0,0,0,1,1,1,0.040920716,4.032630205
1,0,1,1,1,1,0,0,0,1,0,0,0,0.040920716,4.024652004
1,0,1,1,1,1,0,0,0,1,0,0,1,0.040920716,4.041399479
1,0,1,1,1,1,0,0,0,1,0,1,0,0.040920716,4.037721395
1,0,1,1,1,1,0,0,0,1,0,1,1,0.040920716,4.035660028
1,0,1,1,1,1,0,0,0,1,1,0,0,0.040920716,4.032846451
1,0,1,1,1,1,0,0,0,1,1,0,1,0.040920716,4.03139472
1,0,1,1,1,1,0,0,0,1,1,1,0,0.040920716,4.030996561
1,0,1,1,1,1,0,0,0,1,1,1,1,0.040920716,4.033179283
1,0,1,1,1,1,0,0,1,0,0,0,0,0.040920716,4.038107872
1,0,1,1,1,1,0,0,1,0,0,0,1,0.040920716,4.03704524
1,0,1,1,1,1,0,0,1,0,0,1,0,0.040920716,4.045195818
1,0,1,1,1,1,0,0,1,0,0,1,1,0.040920716,4.041427851
1,0,1,1,1,1,0,0,1,0,1,0,0,0.017902813,4.035712242
1,0,1,1,1,1,0,0,1,0,1,0,1,0.017902813,4.039058208
1,0,1,1,1,1,0,0,1,0,1,1,0,0.040920716,4.032829523
1,0,1,1,1,1,0,0,1,0,1,1,1,0.040920716,4.032396555
1,0,1,1,1,1,0,0,1,1,0,0,0,0.040920716,4.028907776
1,0,1,1,1,1,0,0,1,1,0,0,1,0.040920716,4.025033236
1,0,1,1,1,1,0,0,1,1,0,1,0,0.040920716,4.031177282
1,0,1,1,1,1,0,0,1,1,0,1,1,0.040920716,4.030746937
1,0,1,1,1,1,0,0,1,1,1,0,0,0.040920716,4.031013012
1,0,1,1,1,1,0,0,1,1,1,0,1,0.040920716,4.045055628
1,0,1,1,1,1,0,0,1,1,1,1,0,0.040920716,4.040336132
1,0,1,1,1,1,0,0,1,1,1,1,1,0.040920716,4.035346985
1,0,1,1,1,1,0,1,0,0,0,0,0,0.023017903,4.496655226
1,0,1,1,1,1,0,1,0,0,0,0,1,0.023017903,4.494806767
1,0,1,1,1,1,0,1,0,0,0,1,0,0.023017903,4.498943806
1,0,1,1,1,1,0,1,0,0,0,1,1,0.023017903,4.484674692
1,0,1,1,1,1,0,1,0,0,1,0,0,0.023017903,4.487921476
1,0,1,1,1,1,0,1,0,0,1,0,1,0.023017903,4.497495651
1,0,1,1,1,1,0,1,0,0,1,1,0,0.023017903,4.48881197
1,0,1,1,1,1,0,1,0,0,1,1,1,0.023017903,4.500618458
1,0,1,1,1,1,0,1,0,1,0,0,0,0.023017903,4.48905921
1,0,1,1,1,1,0,1,0,1,0,0,1,0.023017903,4.498602867
1,0,1,1,1,1,0,1,0,1,0,1,0,0.023017903,4.496984243
1,0,1,1,1,1,0,1,0,1,0,1,1,0.023017903,4.490669966
1,0,1,1,1,1,0,1,0,1,1,0,0,0.023017903,4.48799324
1,0,1,1,1,1,0,1,0,1,1,0,1,0.023017903,4.495360613
1,0,1,1,1,1,0,1,0,1,1,1,0,0.023017903,4.490131378
1,0,1,1,1,1,0,1,0,1,1,1,1,0.023017903,4.490956783
1,0,1,1,1,1,0,1,1,0,0,0,0,0.040920716,4.495399475
1,0,1,1,1,1,0,1,1,0,0,0,1,0.040920716,4.488615036
1,0,1,1,1,1,0,1,1,0,0,1,0,0.040920716,4.490009308
1,0,1,1,1,1,0,1,1,0,0,1,1,0.040920716,4.495043278
1,0,1,1,1,1,0,1,1,0,1,0,0,0.017902813,4.491027832
1,0,1,1,1,1,0,1,1,0,1,0,1,0.017902813,4.491695166
1,0,1,1,1,1,0,1,1,0,1,1,0,0.017902813,4.489117622
1,0,1,1,1,1,0,1,1,0,1,1,1,0.040920716,4.488111973
1,0,1,1,1,1,0,1,1,1,0,0,0,0.040920716,4.484270573
1,0,1,1,1,1,0,1,1,1,0,0,1,0.040920716,4.495592117
1,0,1,1,1,1,0,1,1,1,0,1,0,0.040920716,4.493405104
1,0,1,1,1,1,0,1,1,1,0,1,1,0.040920716,4.490258932
1,0,1,1,1,1,0,1,1,1,1,0,0,0.040920716,4.491377831
1,0,1,1,1,1,0,1,1,1,1,0,1,0.040920716,4.491545916
1,0,1,1,1,1,0,1,1,1,1,1,0,0.040920716,4.481321573
1,0,1,1,1,1,0,1,1,1,1,1,1,0.040920716,4.487990379
1,0,1,1,1,1,1,0,0,0,0,0,0,0.030690537,4.932462931
1,0,1,1,1,1,1,0,0,0,0,0,1,0.030690537,4.943236113
1,0,1,1,1,1,1,0,0,0,0,1,0,0.030690537,4.93808651
1,0,1,1,1,1,1,0,0,0,0,1,1,0.030690537,4.934524536
1,0,1,1,1,1,1,0,0,0,1,0,0,0.030690537,4.936258793
1,0,1,1,1,1,1,0,0,0,1,0,1,0.030690537,4.932442904
1,0,1,1,1,1,1,0,0,0,1,1,0,0.030690537,4.929128408
1,0,1,1,1,1,1,0,0,0,1,1,1,0.030690537,4.937623024
1,0,1,1,1,1,1,0,0,1,0,0,0,0.030690537,4.930767536
1,0,1,1,1,1,1,0,0,1,0,0,1,0.030690537,4.936577797
1,0,1,1,1,1,1,0,0,1,0,1,0,0.030690537,4.935533762
1,0,1,1,1,1,1,0,0,1,0,1,1,0.030690537,4.932200909
1,0,1,1,1,1,1,0,0,1,1,0,0,0.030690537,4.930990219
1,0,1,1,1,1,1,0,0,1,1,0,1,0.030690537,4.938040495
1,0,1,1,1,1,1,0,0,1,1,1,0,0.030690537,4.927513599
1,0,1,1,1,1,1,0,0,1,1,1,1,0.030690537,4.945312023
1,0,1,1,1,1,1,0,1,0,0,0,0,0.040920716,4.930642128
1,0,1,1,1,1,1,0,1,0,0,0,1,0.040920716,4.925274134
1,0,1,1,1,1,1,0,1,0,0,1,0,0.040920716,4.942678928
1,0,1,1,1,1,1,0,1,0,0,1,1,0.040920716,4.937337637
1,0,1,1,1,1,1,0,1,0,1,0,0,0.017902813,4.930364132
1,0,1,1,1,1,1,0,1,0,1,0,1,0.017902813,4.935911179
1,0,1,1,1,1,1,0,1,0,1,1,0,0.028132992,4.93137002
1,0,1,1,1,1,1,0,1,0,1,1,1,0.028132992,4.930850506
1,0,1,1,1,1,1,0,1,1,0,0,0,0.040920716,4.934802294
1,0,1,1,1,1,1,0,1,1,0,0,1,0.040920716,4.932484388
1,0,1,1,1,1,1,0,1,1,0,1,0,0.040920716,4.934333563
1,0,1,1,1,1,1,0,1,1,0,1,1,0.040920716,4.931194782
1,0,1,1,1,1,1,0,1,1,1,0,0,0.040920716,4.93813777
1,0,1,1,1,1,1,0,1,1,1,0,1,0.040920716,4.931404114
1,0,1,1,1,1,1,0,1,1,1,1,0,0.040920716,4.940772772
1,0,1,1,1,1,1,0,1,1,1,1,1,0.040920716,4.934643984
1,0,1,1,1,1,1,1,0,0,0,0,0,0.040920716,7.122308254
1,0,1,1,1,1,1,1,0,0,0,0,1,0.040920716,7.133207321
1,0,1,1,1,1,1,1,0,0,0,1,0,0.040920716,7.132927656
1,0,1,1,1,1,1,1,0,0,0,1,1,0.040920716,7.119312525
1,0,1,1,1,1,1,1,0,0,1,0,0,0.040920716,7.1218431
1,0,1,1,1,1,1,1,0,0,1,0,1,0.040920716,7.121792078
1,0,1,1,1,1,1,1,0,0,1,1,0,0.040920716,7.127635241
1,0,1,1,1,1,1,1,0,0,1,1,1,0.040920716,7.121982098
1,0,1,1,1,1,1,1,0,1,0,0,0,0.040920716,7.126538992
1,0,1,1,1,1,1,1,0,1,0,0,1,0.040920716,7.121634722
1,0,1,1,1,1,1,1,0,1,0,1,0,0.040920716,7.127712011
1,0,1,1,1,1,1,1,0,1,0,1,1,0.040920716,7.127448082
1,0,1,1,1,1,1,1,0,1,1,0,0,0.040920716,7.110965967
1,0,1,1,1,1,1,1,0,1,1,0,1,0.040920716,7.137422562
1,0,1,1,1,1,1,1,0,1,1,1,0,0.040920716,7.133974314
1,0,1,1,1,1,1,1,0,1,1,1,1,0.040920716,7.130100965
1,0,1,1,1,1,1,1,1,0,0,0,0,0.040920716,7.120515823
1,0,1,1,1,1,1,1,1,0,0,0,1,0.040920716,7.130461931
1,0,1,1,1,1,1,1,1,0,0,1,0,0.040920716,7.127307892
1,0,1,1,1,1,1,1,1,0,0,1,1,0.040920716,7.12492919
1,0,1,1,1,1,1,1,1,0,1,0,0,0.017902813,7.136020422
1,0,1,1,1,1,1,1,1,0,1,0,1,0.017902813,7.12782979
1,0,1,1,1,1,1,1,1,0,1,1,0,0.017902813,7.13118124
1,0,1,1,1,1,1,1,1,0,1,1,1,0.028132992,7.127271414
1,0,1,1,1,1,1,1,1,1,0,0,0,0.040920716,7.126267195
1,0,1,1,1,1,1,1,1,1,0,0,1,0.040920716,7.113207817
1,0,1,1,1,1,1,1,1,1,0,1,0,0.040920716,7.120735168
1,0,1,1,1,1,1,1,1,1,0,1,1,0.040920716,7.129075766
1,0,1,1,1,1,1,1,1,1,1,0,0,0.040920716,7.125222683
1,0,1,1,1,1,1,1,1,1,1,0,1,0.040920716,7.12253809
1,0,1,1,1,1,1,1,1,1,1,1,0,0.040920716,7.123742819
1,0,1,1,1,1,1,1,1,1,1,1,1,0.040920716,7.121020317
1,1,0,0,0,0,0,0,0,0,0,0,0,0.023017903,0.280686617
1,1,0,0,0,0,0,0,0,0,0,0,1,0.023017903,0.278414965
1,1,0,0,0,0,0,0,0,0,0,1,0,0.023017903,0.281523466
1,1,0,0,0,0,0,0,0,0,0,1,1,0.023017903,0.281491756
1,1,0,0,0,0,0,0,0,0,1,0,0,0.023017903,0.289536715
1,1,0,0,0,0,0,0,0,0,1,0,1,0.023017903,0.283537626
1,1,0,0,0,0,0,0,0,0,1,1,0,0.023017903,0.282855988
1,1,0,0,0,0,0,0,0,0,1,1,1,0.023017903,0.282235861
1,1,0,0,0,0,0,0,0,1,0,0,0,0.023017903,0.280608654
1,1,0,0,0,0,0,0,0,1,0,0,1,0.023017903,0.284168005
1,1,0,0,0,0,0,0,0,1,0,1,0,0.023017903,0.28096056
1,1,0,0,0,0,0,0,0,1,0,1,1,0.023017903,0.281134367
1,1,0,0,0,0,0,0,0,1,1,0,0,0.023017903,0.285184145
1,1,0,0,0,0,0,0,0,1,1,0,1,0.023017903,0.285847664
1,1,0,0,0,0,0,0,0,1,1,1,0,0.023017903,0.285618544
1,1,0,0,0,0,0,0,0,1,1,1,1,0.023017903,0.284853458
1,1,0,0,0,0,0,0,1,0,0,0,0,0.017902813,0.285345316
1,1,0,0,0,0,0,0,1,0,0,0,1,0.017902813,0.285499573
1,1,0,0,0,0,0,0,1,0,0,1,0,0.028132992,0.285066128
1,1,0,0,0,0,0,0,1,0,0,1,1,0.017902813,0.283577204
1,1,0,0,0,0,0,0,1,0,1,0,0,0.017902813,0.287856102
1,1,0,0,0,0,0,0,1,0,1,0,1,0.017902813,0.28426981
1,1,0,0,0,0,0,0,1,0,1,1,0,0.017902813,0.28072834
1,1,0,0,0,0,0,0,1,0,1,1,1,0.017902813,0.282216787
1,1,0,0,0,0,0,0,1,1,0,0,0,0.028132992,0.281276941
1,1,0,0,0,0,0,0,1,1,0,0,1,0.017902813,0.285400152
1,1,0,0,0,0,0,0,1,1,0,1,0,0.017902813,0.28552413
1,1,0,0,0,0,0,0,1,1,0,1,1,0.025575448,0.286526442
1,1,0,0,0,0,0,0,1,1,1,0,0,0.028132992,0.282446384
1,1,0,0,0,0,0,0,1,1,1,0,1,0.028132992,0.279714584
1,1,0,0,0,0,0,0,1,1,1,1,0,0.017902813,0.28114152
1,1,0,0,0,0,0,0,1,1,1,1,1,0.017902813,0.286441565
1,1,0,0,0,0,0,1,0,0,0,0,0,0.025575448,0.332964659
1,1,0,0,0,0,0,1,0,0,0,0,1,0.025575448,0.332000494
1,1,0,0,0,0,0,1,0,0,0,1,0,0.025575448,0.327682972
1,1,0,0,0,0,0,1,0,0,0,1,1,0.025575448,0.327162504
1,1,0,0,0,0,0,1,0,0,1,0,0,0.025575448,0.330841064
1,1,0,0,0,0,0,1,0,0,1,0,1,0.025575448,0.330461025
1,1,0,0,0,0,0,1,0,0,1,1,0,0.025575448,0.328711271
1,1,0,0,0,0,0,1,0,0,1,1,1,0.025575448,0.332648039
1,1,0,0,0,0,0,1,0,1,0,0,0,0.025575448,0.329264641
1,1,0,0,0,0,0,1,0,1,0,0,1,0.025575448,0.330485821
1,1,0,0,0,0,0,1,0,1,0,1,0,0.025575448,0.329564095
1,1,0,0,0,0,0,1,0,1,0,1,1,0.025575448,0.328680038
1,1,0,0,0,0,0,1,0,1,1,0,0,0.025575448,0.32831049
1,1,0,0,0,0,0,1,0,1,1,0,1,0.025575448,0.328947306
1,1,0,0,0,0,0,1,0,1,1,1,0,0.025575448,0.326197863
1,1,0,0,0,0,0,1,0,1,1,1,1,0.025575448,0.331519365
1,1,0,0,0,0,0,1,1,0,0,0,0,0.030690537,0.332284689
1,1,0,0,0,0,0,1,1,0,0,0,1,0.017902813,0.327410936
1,1,0,0,0,0,0,1,1,0,0,1,0,0.028132992,0.328593016
1,1,0,0,0,0,0,1,1,0,0,1,1,0.017902813,0.333127737
1,1,0,0,0,0,0,1,1,0,1,0,0,0.017902813,0.330044031
1,1,0,0,0,0,0,1,1,0,1,0,1,0.017902813,0.32850337
1,1,0,0,0,0,0,1,1,0,1,1,0,0.035805627,0.328809977
1,1,0,0,0,0,0,1,1,0,1,1,1,0.017902813,0.33254838
1,1,0,0,0,0,0,1,1,1,0,0,0,0.017902813,0.324767828
1,1,0,0,0,0,0,1,1,1,0,0,1,0.028132992,0.334083319
1,1,0,0,0,0,0,1,1,1,0,1,0,0.015345269,0.335781336
1,1,0,0,0,0,0,1,1,1,0,1,1,0.028132992,0.3263731
1,1,0,0,0,0,0,1,1,1,1,0,0,0.017902813,0.328442335
1,1,0,0,0,0,0,1,1,1,1,0,1,0.035805627,0.330895424
1,1,0,0,0,0,0,1,1,1,1,1,0,0.028132992,0.330408335
1,1,0,0,0,0,0,1,1,1,1,1,1,0.017902813,0.331058741
1,1,0,0,0,0,1,0,0,0,0,0,0,0.030690537,0.82272625
1,1,0,0,0,0,1,0,0,0,0,0,1,0.030690537,0.817511559
1,1,0,0,0,0,1,0,0,0,0,1,0,0.030690537,0.820039272
1,1,0,0,0,0,1,0,0,0,0,1,1,0.030690537,0.817028522
1,1,0,0,0,0,1,0,0,0,1,0,0,0.030690537,0.817413568
1,1,0,0,0,0,1,0,0,0,1,0,1,0.030690537,0.825811625
1,1,0,0,0,0,1,0,0,0,1,1,0,0.030690537,0.817848206
1,1,0,0,0,0,1,0,0,0,1,1,1,0.030690537,0.81870985
1,1,0,0,0,0,1,0,0,1,0,0,0,0.030690537,0.818039179
1,1,0,0,0,0,1,0,0,1,0,0,1,0.030690537,0.823090076
1,1,0,0,0,0,1,0,0,1,0,1,0,0.030690537,0.821667194
1,1,0,0,0,0,1,0,0,1,0,1,1,0.030690537,0.820508957
1,1,0,0,0,0,1,0,0,1,1,0,0,0.030690537,0.819231272
1,1,0,0,0,0,1,0,0,1,1,0,1,0.030690537,0.820530415
1,1,0,0,0,0,1,0,0,1,1,1,0,0.030690537,0.82039094
1,1,0,0,0,0,1,0,0,1,1,1,1,0.030690537,0.825248957
1,1,0,0,0,0,1,0,1,0,0,0,0,0.017902813,0.814167261
1,1,0,0,0,0,1,0,1,0,0,0,1,0.017902813,0.81853199
1,1,0,0,0,0,1,0,1,0,0,1,0,0.017902813,0.813713789
1,1,0,0,0,0,1,0,1,0,0,1,1,0.017902813,0.816547155
1,1,0,0,0,0,1,0,1,0,1,0,0,0.035805627,0.820911169
1,1,0,0,0,0,1,0,1,0,1,0,1,0.035805627,0.817378283
1,1,0,0,0,0,1,0,1,0,1,1,0,0.035805627,0.821345329
1,1,0,0,0,0,1,0,1,0,1,1,1,0.040920716,0.815910101
1,1,0,0,0,0,1,0,1,1,0,0,0,0.017902813,0.815809011
1,1,0,0,0,0,1,0,1,1,0,0,1,0.017902813,0.823897362
1,1,0,0,0,0,1,0,1,1,0,1,0,0.030690537,0.817529202
1,1,0,0,0,0,1,0,1,1,0,1,1,0.030690537,0.819962025
1,1,0,0,0,0,1,0,1,1,1,0,0,0.017902813,0.815670252
1,1,0,0,0,0,1,0,1,1,1,0,1,0.017902813,0.824273109
1,1,0,0,0,0,1,0,1,1,1,1,0,0.017902813,0.824802876
1,1,0,0,0,0,1,0,1,1,1,1,1,0.017902813,0.818996191
1,1,0,0,0,0,1,1,0,0,0,0,0,0.028132992,1.08166647
1,1,0,0,0,0,1,1,0,0,0,0,1,0.028132992,1.085072517
1,1,0,0,0,0,1,1,0,0,0,1,0,0.028132992,1.081829071
1,1,0,0,0,0,1,1,0,0,0,1,1,0.028132992,1.081744432
1,1,0,0,0,0,1,1,0,0,1,0,0,0.028132992,1.080754042
1,1,0,0,0,0,1,1,0,0,1,0,1,0.028132992,1.084557772
1,1,0,0,0,0,1,1,0,0,1,1,0,0.028132992,1.081625462
1,1,0,0,0,0,1,1,0,0,1,1,1,0.028132992,1.085720778
1,1,0,0,0,0,1,1,0,1,0,0,0,0.028132992,1.086236715
1,1,0,0,0,0,1,1,0,1,0,0,1,0.028132992,1.08546114
1,1,0,0,0,0,1,1,0,1,0,1,0,0.028132992,1.083420515
1,1,0,0,0,0,1,1,0,1,0,1,1,0.028132992,1.093924522
1,1,0,0,0,0,1,1,0,1,1,0,0,0.028132992,1.082539082
1,1,0,0,0,0,1,1,0,1,1,0,1,0.028132992,1.088469505
1,1,0,0,0,0,1,1,0,1,1,1,0,0.028132992,1.07708621
1,1,0,0,0,0,1,1,0,1,1,1,1,0.028132992,1.081025839
1,1,0,0,0,0,1,1,1,0,0,0,0,0.017902813,1.089226961
1,1,0,0,0,0,1,1,1,0,0,0,1,0.017902813,1.083471775
1,1,0,0,0,0,1,1,1,0,0,1,0,0.025575448,1.078788519
1,1,0,0,0,0,1,1,1,0,0,1,1,0.025575448,1.085555077
1,1,0,0,0,0,1,1,1,0,1,0,0,0.035805627,1.083503246
1,1,0,0,0,0,1,1,1,0,1,0,1,0.035805627,1.082031012
1,1,0,0,0,0,1,1,1,0,1,1,0,0.015345269,1.080397844
1,1,0,0,0,0,1,1,1,0,1,1,1,0.025575448,1.082997322
1,1,0,0,0,0,1,1,1,1,0,0,0,0.017902813,1.087319136
1,1,0,0,0,0,1,1,1,1,0,0,1,0.017902813,1.081902504
1,1,0,0,0,0,1,1,1,1,0,1,0,0.025575448,1.085323095
1,1,0,0,0,0,1,1,1,1,0,1,1,0.025575448,1.081752777
1,1,0,0,0,0,1,1,1,1,1,0,0,0.017902813,1.080747366
1,1,0,0,0,0,1,1,1,1,1,0,1,0.017902813,1.081763029
1,1,0,0,0,0,1,1,1,1,1,1,0,0.017902813,1.082989216
1,1,0,0,0,0,1,1,1,1,1,1,1,0.017902813,1.083285809
1,1,0,0,0,1,0,0,0,0,0,0,0,0.023017903,0.329335451
1,1,0,0,0,1,0,0,0,0,0,0,1,0.023017903,0.326407194
1,1,0,0,0,1,0,0,0,0,0,1,0,0.023017903,0.324681044
1,1,0,0,0,1,0,0,0,0,0,1,1,0.023017903,0.328186274
1,1,0,0,0,1,0,0,0,0,1,0,0,0.023017903,0.329115152
1,1,0,0,0,1,0,0,0,0,1,0,1,0.023017903,0.326273203
1,1,0,0,0,1,0,0,0,0,1,1,0,0.023017903,0.332579136
1,1,0,0,0,1,0,0,0,0,1,1,1,0.023017903,0.328818798
1,1,0,0,0,1,0,0,0,1,0,0,0,0.023017903,0.334651232
1,1,0,0,0,1,0,0,0,1,0,0,1,0.023017903,0.33257699
1,1,0,0,0,1,0,0,0,1,0,1,0,0.023017903,0.327787399
1,1,0,0,0,1,0,0,0,1,0,1,1,0.023017903,0.33040452
1,1,0,0,0,1,0,0,0,1,1,0,0,0.023017903,0.334159374
1,1,0,0,0,1,0,0,0,1,1,0,1,0.023017903,0.330400229
1,1,0,0,0,1,0,0,0,1,1,1,0,0.023017903,0.327396154
1,1,0,0,0,1,0,0,0,1,1,1,1,0.023017903,0.328815699
1,1,0,0,0,1,0,0,1,0,0,0,0,0.025575448,0.326600075
1,1,0,0,0,1,0,0,1,0,0,0,1,0.017902813,0.325357199
1,1,0,0,0,1,0,0,1,0,0,1,0,0.028132992,0.328637362
1,1,0,0,0,1,0,0,1,0,0,1,1,0.017902813,0.333297491
1,1,0,0,0,1,0,0,1,0,1,0,0,0.017902813,0.330471039
1,1,0,0,0,1,0,0,1,0,1,0,1,0.017902813,0.328410864
1,1,0,0,0,1,0,0,1,0,1,1,0,0.017902813,0.327717781
1,1,0,0,0,1,0,0,1,0,1,1,1,0.017902813,0.329879999
1,1,0,0,0,1,0,0,1,1,0,0,0,0.028132992,0.328710079
1,1,0,0,0,1,0,0,1,1,0,0,1,0.035805627,0.330253124
1,1,0,0,0,1,0,0,1,1,0,1,0,0.017902813,0.33086133
1,1,0,0,0,1,0,0,1,1,0,1,1,0.028132992,0.333364964
1,1,0,0,0,1,0,0,1,1,1,0,0,0.017902813,0.328359127
1,1,0,0,0,1,0,0,1,1,1,0,1,0.017902813,0.327509165
1,1,0,0,0,1,0,0,1,1,1,1,0,0.015345269,0.331357002
1,1,0,0,0,1,0,0,1,1,1,1,1,0.017902813,0.325226784
1,1,0,0,0,1,0,1,0,0,0,0,0,0.017902813,0.377315044
1,1,0,0,0,1,0,1,0,0,0,0,1,0.017902813,0.374264956
1,1,0,0,0,1,0,1,0,0,0,1,0,0.017902813,0.377912045
1,1,0,0,0,1,0,1,0,0,0,1,1,0.017902813,0.376035213
1,1,0,0,0,1,0,1,0,0,1,0,0,0.017902813,0.372525215
1,1,0,0,0,1,0,1,0,0,1,0,1,0.017902813,0.376030445
1,1,0,0,0,1,0,1,0,0,1,1,0,0.017902813,0.376016855
1,1,0,0,0,1,0,1,0,0,1,1,1,0.017902813,0.376245022
1,1,0,0,0,1,0,1,0,1,0,0,0,0.017902813,0.37631321
1,1,0,0,0,1,0,1,0,1,0,0,1,0.017902813,0.379391432
1,1,0,0,0,1,0,1,0,1,0,1,0,0.017902813,0.377183914
1,1,0,0,0,1,0,1,0,1,0,1,1,0.017902813,0.377883434
1,1,0,0,0,1,0,1,0,1,1,0,0,0.017902813,0.374794245
1,1,0,0,0,1,0,1,0,1,1,0,1,0.017902813,0.374790668
1,1,0,0,0,1,0,1,0,1,1,1,0,0.017902813,0.376703501
1,1,0,0,0,1,0,1,0,1,1,1,1,0.017902813,0.375746965
1,1,0,0,0,1,0,1,1,0,0,0,0,0.035805627,0.371097803
1,1,0,0,0,1,0,1,1,0,0,0,1,0.017902813,0.380679369
1,1,0,0,0,1,0,1,1,0,0,1,0,0.025575448,0.374542713
1,1,0,0,0,1,0,1,1,0,0,1,1,0.017902813,0.379807472
1,1,0,0,0,1,0,1,1,0,1,0,0,0.017902813,0.376281977
1,1,0,0,0,1,0,1,1,0,1,0,1,0.017902813,0.371891499
1,1,0,0,0,1,0,1,1,0,1,1,0,0.017902813,0.374740601
1,1,0,0,0,1,0,1,1,0,1,1,1,0.017902813,0.376934767
1,1,0,0,0,1,0,1,1,1,0,0,0,0.017902813,0.370793581
1,1,0,0,0,1,0,1,1,1,0,0,1,0.017902813,0.375082493
1,1,0,0,0,1,0,1,1,1,0,1,0,0.017902813,0.375243425
1,1,0,0,0,1,0,1,1,1,0,1,1,0.017902813,0.379279613
1,1,0,0,0,1,0,1,1,1,1,0,0,0.028132992,0.373630047
1,1,0,0,0,1,0,1,1,1,1,0,1,0.017902813,0.377343178
1,1,0,0,0,1,0,1,1,1,1,1,0,0.028132992,0.374541283
1,1,0,0,0,1,0,1,1,1,1,1,1,0.017902813,0.376493216
1,1,0,0,0,1,1,0,0,0,0,0,0,0.040920716,0.866544485
1,1,0,0,0,1,1,0,0,0,0,0,1,0.040920716,0.871978521
1,1,0,0,0,1,1,0,0,0,0,1,0,0.040920716,0.865797758
1,1,0,0,0,1,1,0,0,0,0,1,1,0.040920716,0.867137432
1,1,0,0,0,1,1,0,0,0,1,0,0,0.040920716,0.867845774
1,1,0,0,0,1,1,0,0,0,1,0,1,0.040920716,0.865031004
1,1,0,0,0,1,1,0,0,0,1,1,0,0.040920716,0.86752677
1,1,0,0,0,1,1,0,0,0,1,1,1,0.040920716,0.870443106
1,1,0,0,0,1,1,0,0,1,0,0,0,0.040920716,0.872719288
1,1,0,0,0,1,1,0,0,1,0,0,1,0.040920716,0.871246099
1,1,0,0,0,1,1,0,0,1,0,1,0,0.040920716,0.870507002
1,1,0,0,0,1,1,0,0,1,0,1,1,0.040920716,0.866056442
1,1,0,0,0,1,1,0,0,1,1,0,0,0.040920716,0.862654686
1,1,0,0,0,1,1,0,0,1,1,0,1,0.040920716,0.866873264
1,1,0,0,0,1,1,0,0,1,1,1,0,0.040920716,0.867621183
1,1,0,0,0,1,1,0,0,1,1,1,1,0.040920716,0.863885403
1,1,0,0,0,1,1,0,1,0,0,0,0,0.017902813,0.863642454
1,1,0,0,0,1,1,0,1,0,0,0,1,0.035805627,0.869051933
1,1,0,0,0,1,1,0,1,0,0,1,0,0.025575448,0.863768101
1,1,0,0,0,1,1,0,1,0,0,1,1,0.025575448,0.864210129
1,1,0,0,0,1,1,0,1,0,1,0,0,0.017902813,0.871895075
1,1,0,0,0,1,1,0,1,0,1,0,1,0.017902813,0.865846395
1,1,0,0,0,1,1,0,1,0,1,1,0,0.017902813,0.864184856
1,1,0,0,0,1,1,0,1,0,1,1,1,0.017902813,0.861960411
1,1,0,0,0,1,1,0,1,1,0,0,0,0.017902813,0.872541666
1,1,0,0,0,1,1,0,1,1,0,0,1,0.017902813,0.86886549
1,1,0,0,0,1,1,0,1,1,0,1,0,0.025575448,0.871013403
1,1,0,0,0,1,1,0,1,1,0,1,1,0.025575448,0.869843721
1,1,0,0,0,1,1,0,1,1,1,0,0,0.017902813,0.861280203
1,1,0,0,0,1,1,0,1,1,1,0,1,0.017902813,0.863715172
1,1,0,0,0,1,1,0,1,1,1,1,0,0.017902813,0.86179924
